text_final,airline_sentiment,airline,tweet_created,negativereason
informed not reimburse issue due weather flight keep getting cancelled flightledthor hate,negative,United,2015-02-18 13:49:09 -0800,Cancelled Flight
midland could not get bag connect intl flight sydney get la amp check,negative,United,2015-02-18 13:49:07 -0800,Lost Luggage
may last time fly airline,negative,United,2015-02-18 13:45:17 -0800,Can't Tell
company motto not care ! ! ! heard several time employee client past week idonotcare,negative,United,2015-02-18 13:44:27 -0800,Flight Attendant Complaints
tell staff lax boarded group end queue gold member thanks nothing,negative,United,2015-02-18 13:37:29 -0800,Flight Attendant Complaints
missing crew passenger doc problem frozen toilet plane give money back ua,negative,United,2015-02-18 13:35:27 -0800,Flight Attendant Complaints
fantastic job people today ua dublin jam packed plane crew wonderful ! !,positive,United,2015-02-18 13:31:58 -0800,
min departure no one waiting pressed ground staffer threatened want get sf today fail,negative,United,2015-02-18 13:26:39 -0800,Late Flight
flying lax sfo system not let check site tell tell,negative,United,2015-02-18 13:25:23 -0800,Flight Booking Problems
way managed time departure time destination amp would not take away year old kid bag !,negative,United,2015-02-18 13:24:16 -0800,Lost Luggage
go ahead live premium cabin ? heaven en route lhr,positive,United,2015-02-18 13:22:37 -0800,
feeling poor churchmouse level dollar enough make grown man cry not grown man tear happened,negative,United,2015-02-18 13:22:34 -0800,Can't Tell
sure plane hour late flight ! ontime departure ship sailed away long time back !,negative,United,2015-02-18 13:21:47 -0800,Late Flight
ua mligtden miss connection ua dengtyeg due delay,negative,United,2015-02-18 13:18:59 -0800,Late Flight
come airline flight last year make check carryon not even gate checkbaggage claim ? ! ?,negative,United,2015-02-18 13:17:47 -0800,Customer Service Issue
change airport actually get flight flight fay cancelled flightled twice taxi ride rdureimburse ?,negative,United,2015-02-18 13:16:11 -0800,Cancelled Flight
operated heathrownewark flight,neutral,United,2015-02-18 13:14:33 -0800,
yes course treat customer no recourse ?,negative,United,2015-02-18 13:09:49 -0800,Customer Service Issue
stunned bag hartford ord ground crew hour move bag yard,negative,United,2015-02-18 13:09:11 -0800,Lost Luggage
someone assist dm ? waiting hour phone hour twitter,negative,United,2015-02-18 13:07:16 -0800,Customer Service Issue
flight overbooked ! offered voucher wait amp take another flight gate agent switched retracted voucher offer,negative,United,2015-02-18 13:00:41 -0800,Flight Booking Problems
thanks helpful understand reduced price seat sold checkin priority certificate,positive,United,2015-02-18 12:46:35 -0800,
million miler delayed plenty never amateurish way would embarrassed affiliated,negative,United,2015-02-18 12:44:59 -0800,Late Flight
airline claim low fare guarantee not honor lower fare found,negative,United,2015-02-18 12:41:23 -0800,Flight Booking Problems
another delayed flight not surprised upset mostly disappointed cancelled flight trip dad,negative,United,2015-02-18 12:41:20 -0800,Late Flight
still cannot dm lh,negative,United,2015-02-18 12:41:13 -0800,Bad Flight
thank margo houston bush intercontinental getting home earlier,positive,United,2015-02-18 12:41:04 -0800,
booked flight w saw price time searched not least bit frustrating customerservice,negative,United,2015-02-18 12:40:49 -0800,Customer Service Issue
thanks not want see started flight search fare amp rule itinerary changed,negative,United,2015-02-18 12:37:31 -0800,Flight Booking Problems
cat flight delayed hour arriving hawaii amp not able pick tomorrow,negative,United,2015-02-18 12:27:53 -0800,Late Flight
not mind getting next flight,negative,United,2015-02-18 12:27:53 -0800,Bad Flight
lost bag least nobody done anything help absurd,negative,United,2015-02-18 12:27:38 -0800,Lost Luggage
reduction e ? k no longer confirm e forget upgrade want legroom unitedfail,negative,United,2015-02-18 12:26:40 -0800,Customer Service Issue
offered voucher switch flight voucher offer doesnt exist amp gate agent switched delayed flight !,negative,United,2015-02-18 12:22:58 -0800,Customer Service Issue
u mechanical problem least gave u round trip voucher step plate flight ?,neutral,United,2015-02-18 12:14:10 -0800,
usually like flying guy fee use credit seems ridiculous notcool exhorbitantfees,negative,United,2015-02-18 12:12:50 -0800,Flight Booking Problems
thanks not much missing bag nonexistent staff apparent remote outpost busy airport city,negative,United,2015-02-18 12:11:49 -0800,Lost Luggage
friend lost luggage flight ?,negative,United,2015-02-18 12:10:48 -0800,Lost Luggage
sweet follow back get dm,positive,United,2015-02-18 12:10:26 -0800,
reservation changed longer make connecting flight change without incurring fee ?,neutral,United,2015-02-18 12:01:30 -0800,
good ! next flight little delayed worked,positive,United,2015-02-18 11:57:27 -0800,
boarded ua refused carrying overhead bag no space plane load space fail customerexperience,negative,United,2015-02-18 11:45:33 -0800,Flight Attendant Complaints
get act right ! lost customer staff would not let u take approved carryon half empty flight !,negative,United,2015-02-18 11:45:16 -0800,Flight Attendant Complaints
raise dispute cc provider hopefully clear,neutral,United,2015-02-18 11:41:38 -0800,
held almost minute promised free movie not work neither wifi paid boo,negative,United,2015-02-18 11:39:06 -0800,Bad Flight
nice partner delay keep increasing every min,negative,United,2015-02-18 11:37:23 -0800,Late Flight
ua admit no clue flight leave denver unfriendlyskies,negative,United,2015-02-18 11:28:29 -0800,Late Flight
yep long waiting phone managed rebook hope pleasent one thanks help,negative,United,2015-02-18 11:28:20 -0800,Flight Booking Problems
worst experience ever flying,negative,United,2015-02-18 11:28:05 -0800,Late Flight
ua inbound flight dep time get closer push back min hr,negative,United,2015-02-18 11:27:21 -0800,Late Flight
flight mke ord getting delayed ? gate attendant not communicating !,negative,United,2015-02-18 11:27:19 -0800,Late Flight
plane sound like dj scratching normal ? eventually new entertainment fee,negative,United,2015-02-18 11:22:17 -0800,Bad Flight
chase say no referral bonus thanks,neutral,United,2015-02-18 11:18:37 -0800,
trust future flight booking problemss confirmed ticketed purchased ticket cancelled flightled fact ?,negative,United,2015-02-18 11:17:23 -0800,Flight Booking Problems
rebooked one late flight,negative,United,2015-02-18 11:02:18 -0800,Late Flight
nd late flight flight today,negative,United,2015-02-18 11:01:57 -0800,Late Flight
miss first leg flight pay hundred keep second leg ? much keep earned mile ?,negative,United,2015-02-18 11:01:16 -0800,Cancelled Flight
iad buf incredibly loud like third world inner city metro bus lowstandards,negative,United,2015-02-18 10:58:23 -0800,Bad Flight
cancelled flighting bought ticket friend cannot get credit name,neutral,United,2015-02-18 10:58:02 -0800,
boeing star alliance short final l amazing winter morning avgeek,positive,United,2015-02-18 10:56:46 -0800,
day one flight roundtrip,negative,United,2015-02-18 10:44:54 -0800,Flight Booking Problems
blown away stellar custserv ! ! thank lt,positive,United,2015-02-18 10:42:48 -0800,
overall experience flying not friendly,negative,United,2015-02-18 10:39:41 -0800,Bad Flight
good start would warm plane departure time flight not delayed due frozen water line,negative,United,2015-02-18 10:37:01 -0800,Late Flight
annnddd going lose first class seat flight shuffle,negative,United,2015-02-18 10:33:39 -0800,Customer Service Issue
nicest gate attendant newark airport gate right multiple delay still pleasant everyone,positive,United,2015-02-18 10:32:51 -0800,
hour mechanical delaykilling,negative,United,2015-02-18 10:31:25 -0800,Late Flight
every time check bag airline confident wearing clothes day please prove wrong,negative,United,2015-02-18 10:29:09 -0800,Lost Luggage
trade show ! come awesome deal sunkist !,neutral,United,2015-02-18 10:26:41 -0800,
thanks no running water late flight flight grand rapid denver,negative,United,2015-02-18 10:18:07 -0800,Late Flight
kn not allowing bypass receipt refund request form never received receipt email charged,negative,United,2015-02-18 10:15:12 -0800,Customer Service Issue
please help ! left ipad air flight nyc paris yesterday cant get touch anyone locally ?,neutral,United,2015-02-18 10:11:29 -0800,
happen ? really confuses st content come screen technology forward,negative,United,2015-02-18 10:09:04 -0800,Bad Flight
mean like mailing address rate ? surliness coworkers guessing benefit not great,negative,United,2015-02-18 10:08:44 -0800,Customer Service Issue
already sent feedback rep told priority speechless system,negative,United,2015-02-18 10:07:37 -0800,Customer Service Issue
monopoly not mean treat frequent flier like crap,negative,United,2015-02-18 10:07:36 -0800,Can't Tell
yeah bag way per usual actually getting used getting delivered kind nice sense,negative,United,2015-02-18 10:07:30 -0800,Lost Luggage
much baggage check international flight ?,neutral,United,2015-02-18 10:04:53 -0800,
take week new mileageplus premier card sent ? stillwaiting doesntfeellikestatusyet,negative,United,2015-02-18 09:59:29 -0800,Flight Booking Problems
wonder people hate dealing airline ? ridiculous inflexible policy need phone number resolution,negative,United,2015-02-18 09:58:44 -0800,Customer Service Issue
levd pnr numbered flight first leg cancelled flightled due bad weather iatanbul make reflight booking problem,negative,United,2015-02-18 09:53:03 -0800,Cancelled Flight
suggests cannot confirm cert time flight booking problem assume may never clear not used way,negative,United,2015-02-18 09:50:14 -0800,Flight Booking Problems
thanks explanation seems like odd incentive structure though dramatically diminishes value cert,positive,United,2015-02-18 09:46:57 -0800,
sfo clearvision tvu terminal sfo airport,neutral,United,2015-02-18 09:43:52 -0800,
not really care comfort care profitability fine unfriendlyskies,negative,United,2015-02-18 09:35:53 -0800,Can't Tell
honest customer new seat designed fit row plane row money,negative,United,2015-02-18 09:35:13 -0800,Bad Flight
missing wedding delay would not cool,negative,United,2015-02-18 09:34:09 -0800,Late Flight
designed deter people forgetting thing provide storage space ? article say latter unfriendlyskies,negative,United,2015-02-18 09:32:54 -0800,Can't Tell
think missing meeting worth ? flight voucher ? fly time would make right ?,negative,United,2015-02-18 09:29:29 -0800,Cancelled Flight
not pile time update flight tv package,negative,United,2015-02-18 09:27:58 -0800,Bad Flight
hard add meal preference booked ticket ? forgot amp impossible ! even called,negative,United,2015-02-18 09:22:00 -0800,Can't Tell
amazing really,positive,United,2015-02-18 09:16:40 -0800,
learn hold connection texted another flight late flightr connection not left pulling gate,negative,United,2015-02-18 09:16:25 -0800,Customer Service Issue
credit flight cancelled flightled new flt booked yr orig purchase date flown date ?,neutral,United,2015-02-18 09:13:25 -0800,
partner first trip nyc bought ticket time please seat u next conf ilchp,neutral,United,2015-02-18 09:12:15 -0800,
ridic cannot transfer credit amp taking cancelled flightling atleast let keep credit damn,negative,United,2015-02-18 09:08:58 -0800,Flight Booking Problems
thank one month ago none weird not club one busiest airport u,positive,United,2015-02-18 09:07:00 -0800,
plane took gate waiting lot dia,negative,United,2015-02-18 09:06:53 -0800,Late Flight
flight omaha chicago en route nyc seating partner separate please fix re ilchp,negative,United,2015-02-18 09:03:26 -0800,Bad Flight
airport self checkin option employee training bitch send paycheck soon possible,negative,United,2015-02-18 08:59:05 -0800,Can't Tell
website say day counting,negative,United,2015-02-18 08:58:32 -0800,Can't Tell
one last thingunited club crackersnabisco ? ? pepperidge farm ?,neutral,United,2015-02-18 08:57:52 -0800,
